award_id^award_category_name^award_name^event_id^event_name^Category
1^Outstanding Drama Series^Emmy^ev0000223^Primetime Emmy Awards^
2^Outstanding Comedy Series^Emmy^ev0000223^Primetime Emmy Awards^
3^Outstanding Limited Series^Emmy^ev0000223^Primetime Emmy Awards^
4^Outstanding Television Movie^Emmy^ev0000223^Primetime Emmy Awards^
5^Outstanding Lead Actor in a Drama Series^Emmy^ev0000223^Primetime Emmy Awards^
6^Outstanding Lead Actress in a Drama Series^Emmy^ev0000223^Primetime Emmy Awards^
7^Outstanding Lead Actor in a Comedy Series^Emmy^ev0000223^Primetime Emmy Awards^
8^Outstanding Lead Actress in a Comedy Series^Emmy^ev0000223^Primetime Emmy Awards^
9^Outstanding Lead Actor in a Limited Series or Movie^Emmy^ev0000223^Primetime Emmy Awards^
10^Outstanding Lead Actress in a Limited Series or Movie^Emmy^ev0000223^Primetime Emmy Awards^
11^Outstanding Supporting Actor in a Drama Series^Emmy^ev0000223^Primetime Emmy Awards^
12^Outstanding Supporting Actress in a Drama Series^Emmy^ev0000223^Primetime Emmy Awards^
13^Outstanding Supporting Actor in a Comedy Series^Emmy^ev0000223^Primetime Emmy Awards^
14^Outstanding Supporting Actress in a Comedy Series^Emmy^ev0000223^Primetime Emmy Awards^
15^Outstanding Supporting Actor in a Limited Series or Movie^Emmy^ev0000223^Primetime Emmy Awards^
16^Outstanding Supporting Actress in a Limited Series or Movie^Emmy^ev0000223^Primetime Emmy Awards^
17^Outstanding Guest Actor in a Drama Series^Emmy^ev0000223^Primetime Emmy Awards^
18^Outstanding Guest Actress in a Drama Series^Emmy^ev0000223^Primetime Emmy Awards^
19^Outstanding Guest Actor in a Comedy Series^Emmy^ev0000223^Primetime Emmy Awards^
20^Outstanding Guest Actress in a Comedy Series^Emmy^ev0000223^Primetime Emmy Awards^
21^Outstanding Variety Talk Series^Emmy^ev0000223^Primetime Emmy Awards^
22^Outstanding Host for a Reality or Reality-Competition Program^Emmy^ev0000223^Primetime Emmy Awards^
23^Outstanding Directing for a Drama Series^Emmy^ev0000223^Primetime Emmy Awards^
24^Outstanding Directing for a Comedy Series^Emmy^ev0000223^Primetime Emmy Awards^
25^Outstanding Directing for a Limited Series, Movie or a Dramatic Special^Emmy^ev0000223^Primetime Emmy Awards^
26^Outstanding Directing for a Variety Series^Emmy^ev0000223^Primetime Emmy Awards^
27^Outstanding Directing for a Variety Special^Emmy^ev0000223^Primetime Emmy Awards^
28^Outstanding Writing for a Drama Series^Emmy^ev0000223^Primetime Emmy Awards^
29^Outstanding Writing for a Comedy Series^Emmy^ev0000223^Primetime Emmy Awards^
30^Outstanding Writing for a Limited Series, Movie or a Dramatic Special^Emmy^ev0000223^Primetime Emmy Awards^
31^Outstanding Writing for a Variety Series^Emmy^ev0000223^Primetime Emmy Awards^
32^Outstanding Writing for a Variety Special^Emmy^ev0000223^Primetime Emmy Awards^
33^Outstanding Variety Sketch Series^Emmy^ev0000223^Primetime Emmy Awards^
34^Outstanding Structured Reality Program^Emmy^ev0000223^Primetime Emmy Awards^
35^Outstanding Unstructured Reality Program^Emmy^ev0000223^Primetime Emmy Awards^
36^Outstanding Documentary or Nonfiction Series^Emmy^ev0000223^Primetime Emmy Awards^
37^Outstanding Informational Series or Special^Emmy^ev0000223^Primetime Emmy Awards^
38^Outstanding Reality-Competition Program^Emmy^ev0000223^Primetime Emmy Awards^
